name,full_name,base,base_name,second,second_name
CAD/HUF,CAD/HUF - Canadian Dollar Hungarian Forint,CAD,Canadian Dollar,HUF,Hungarian Forint
CAD/ISK,CAD/ISK - Canadian Dollar Icelandic Kr,CAD,Canadian Dollar,ISK,Icelandic Kr
CAD/JMD,CAD/JMD - Canadian Dollar Jamaican Dollar,CAD,Canadian Dollar,JMD,Jamaican Dollar
CAD/JOD,CAD/JOD - Canadian Dollar Jordan Dinar,CAD,Canadian Dollar,JOD,Jordan Dinar
CAD/KES,CAD/KES - Canadian Dollar Kenyan Shilling,CAD,Canadian Dollar,KES,Kenyan Shilling
CAD/LBP,CAD/LBP - Canadian Dollar Lebanese Pound,CAD,Canadian Dollar,LBP,Lebanese Pound
CAD/LKR,CAD/LKR - Canadian Dollar Sri Lankan Rupee,CAD,Canadian Dollar,LKR,Sri Lankan Rupee
CAD/MAD,CAD/MAD - Canadian Dollar Moroccan Dirham,CAD,Canadian Dollar,MAD,Moroccan Dirham
CAD/NAD,CAD/NAD - Canadian Dollar Namibian Dollar,CAD,Canadian Dollar,NAD,Namibian Dollar
CAD/NPR,CAD/NPR - Canadian Dollar Nepalese Rupee,CAD,Canadian Dollar,NPR,Nepalese Rupee
CAD/OMR,CAD/OMR - Canadian Dollar Omani Rial,CAD,Canadian Dollar,OMR,Omani Rial
CAD/PAB,CAD/PAB - Canadian Dollar Panamanian Balboa,CAD,Canadian Dollar,PAB,Panamanian Balboa
CAD/PHP,CAD/PHP - Canadian Dollar Philippine Peso,CAD,Canadian Dollar,PHP,Philippine Peso
CAD/QAR,CAD/QAR - Canadian Dollar Qatari Riyal,CAD,Canadian Dollar,QAR,Qatari Riyal
CAD/RON,CAD/RON - Canadian Dollar Romanian Leu,CAD,Canadian Dollar,RON,Romanian Leu
CAD/RUB,CAD/RUB - Canadian Dollar Russian Ruble,CAD,Canadian Dollar,RUB,Russian Ruble
CAD/SAR,CAD/SAR - Canadian Dollar Saudi Riyal,CAD,Canadian Dollar,SAR,Saudi Riyal
CAD/TRY,CAD/TRY - Canadian Dollar Turkish Lira,CAD,Canadian Dollar,TRY,Turkish Lira
CAD/VES,CAD/VES - Canadian Dollar Venezuelan Bolivar,CAD,Canadian Dollar,VES,Venezuelan Bolivar
CAD/XAF,CAD/XAF - Canadian Dollar Central African Franc,CAD,Canadian Dollar,XAF,Central African Franc
CAD/XCD,CAD/XCD - Canadian Dollar East Caribbean Dollar,CAD,Canadian Dollar,XCD,East Caribbean Dollar
CAD/XOF,CAD/XOF - Canadian Dollar West African CFA franc,CAD,Canadian Dollar,XOF,West African CFA franc
CNY/CAD,CNY/CAD - Chinese Yuan Canadian Dollar,CNY,Chinese Yuan,CAD,Canadian Dollar
DKK/CAD,DKK/CAD - Danish Krone Canadian Dollar,DKK,Danish Krone,CAD,Canadian Dollar
HKD/CAD,HKD/CAD - Hong Kong Dollar Canadian Dollar,HKD,Hong Kong Dollar,CAD,Canadian Dollar
ILS/CAD,ILS/CAD - Israeli Shekel Canadian Dollar,ILS,Israeli Shekel,CAD,Canadian Dollar
MXN/CAD,MXN/CAD - Mexican Peso Canadian Dollar,MXN,Mexican Peso,CAD,Canadian Dollar
NOK/CAD,NOK/CAD - Norwegian Krone Canadian Dollar,NOK,Norwegian Krone,CAD,Canadian Dollar
PLN/CAD,PLN/CAD - Polish Zloty Canadian Dollar,PLN,Polish Zloty,CAD,Canadian Dollar
SAR/CAD,SAR/CAD - Saudi Riyal Canadian Dollar,SAR,Saudi Riyal,CAD,Canadian Dollar
SEK/CAD,SEK/CAD - Swedish Krona Canadian Dollar,SEK,Swedish Krona,CAD,Canadian Dollar
TRY/CAD,TRY/CAD - Turkish Lira Canadian Dollar,TRY,Turkish Lira,CAD,Canadian Dollar
TWD/CAD,TWD/CAD - Taiwan Dollar Canadian Dollar,TWD,Taiwan Dollar,CAD,Canadian Dollar
VES/CAD,VES/CAD - Venezuelan Bolivar Canadian Dollar,VES,Venezuelan Bolivar,CAD,Canadian Dollar
ZAR/CAD,ZAR/CAD - South African Rand Canadian Dollar,ZAR,South African Rand,CAD,Canadian Dollar
RUB/CAD,RUB/CAD - Russian Ruble Canadian Dollar,RUB,Russian Ruble,CAD,Canadian Dollar
KRW/CAD,KRW/CAD - Korean Won Canadian Dollar,KRW,Korean Won,CAD,Canadian Dollar
CAD/UAH,CAD/UAH - Canadian Dollar Ukrainian Hryvnia,CAD,Canadian Dollar,UAH,Ukrainian Hryvnia
CAD/COP,CAD/COP - Canadian Dollar Colombian Peso,CAD,Canadian Dollar,COP,Colombian Peso
CAD/RUB,CAD/RUB - Canadian Dollar Russian Ruble,CAD,Canadian Dollar,RUB,Russian Ruble
USD/CHF,USD/CHF - US Dollar Swiss Franc,USD,US Dollar,CHF,Swiss Franc
EUR/CHF,EUR/CHF - Euro Swiss Franc,EUR,Euro,CHF,Swiss Franc
GBP/CHF,GBP/CHF - British Pound Swiss Franc,GBP,British Pound,CHF,Swiss Franc
CHF/JPY,CHF/JPY - Swiss Franc Japanese Yen,CHF,Swiss Franc,JPY,Japanese Yen
NZD/CHF,NZD/CHF - New Zealand Dollar Swiss Franc,NZD,New Zealand Dollar,CHF,Swiss Franc
CHF/PLN,CHF/PLN - Swiss Franc Polish Zloty,CHF,Swiss Franc,PLN,Polish Zloty
CHF/HUF,CHF/HUF - Swiss Franc Hungarian Forint,CHF,Swiss Franc,HUF,Hungarian Forint
CHF/SGD,CHF/SGD - Swiss Franc Singapore Dollar,CHF,Swiss Franc,SGD,Singapore Dollar
CHF/HKD,CHF/HKD - Swiss Franc Hong Kong Dollar,CHF,Swiss Franc,HKD,Hong Kong Dollar
CHF/NOK,CHF/NOK - Swiss Franc Norwegian Krone,CHF,Swiss Franc,NOK,Norwegian Krone
CHF/ZAR,CHF/ZAR - Swiss Franc South African Rand,CHF,Swiss Franc,ZAR,South African Rand
CHF/TRY,CHF/TRY - Swiss Franc Turkish Lira,CHF,Swiss Franc,TRY,Turkish Lira
CHF/DKK,CHF/DKK - Swiss Franc Danish Krone,CHF,Swiss Franc,DKK,Danish Krone
CHF/SEK,CHF/SEK - Swiss Franc Swedish Krona,CHF,Swiss Franc,SEK,Swedish Krona
CHF/CZK,CHF/CZK - Swiss Franc Czech Koruna,CHF,Swiss Franc,CZK,Czech Koruna
CHF/CNY,CHF/CNY - Swiss Franc Chinese Yuan,CHF,Swiss Franc,CNY,Chinese Yuan
CHF/EUR,CHF/EUR - Swiss Franc Euro,CHF,Swiss Franc,EUR,Euro
CHF/GBP,CHF/GBP - Swiss Franc British Pound,CHF,Swiss Franc,GBP,British Pound
CHF/IDR,CHF/IDR - Swiss Franc Indonesian Rupiah,CHF,Swiss Franc,IDR,Indonesian Rupiah
CHF/ILS,CHF/ILS - Swiss Franc Israeli Shekel,CHF,Swiss Franc,ILS,Israeli Shekel
CHF/INR,CHF/INR - Swiss Franc Indian Rupee,CHF,Swiss Franc,INR,Indian Rupee
CHF/KRW,CHF/KRW - Swiss Franc Korean Won,CHF,Swiss Franc,KRW,Korean Won
CHF/MXN,CHF/MXN - Swiss Franc Mexican Peso,CHF,Swiss Franc,MXN,Mexican Peso
CHF/MYR,CHF/MYR - Swiss Franc Malaysian Ringgit,CHF,Swiss Franc,MYR,Malaysian Ringgit
CHF/NZD,CHF/NZD - Swiss Franc New Zealand Dollar,CHF,Swiss Franc,NZD,New Zealand Dollar
CHF/THB,CHF/THB - Swiss Franc Thai Baht,CHF,Swiss Franc,THB,Thai Baht
CHF/TWD,CHF/TWD - Swiss Franc Taiwan Dollar,CHF,Swiss Franc,TWD,Taiwan Dollar
CHF/USD,CHF/USD - Swiss Franc US Dollar,CHF,Swiss Franc,USD,US Dollar
DKK/CHF,DKK/CHF - Danish Krone Swiss Franc,DKK,Danish Krone,CHF,Swiss Franc
ISK/CHF,ISK/CHF - Icelandic Kr Swiss Franc,ISK,Icelandic Kr,CHF,Swiss Franc
JPY/CHF,JPY/CHF - Japanese Yen Swiss Franc,JPY,Japanese Yen,CHF,Swiss Franc
NOK/CHF,NOK/CHF - Norwegian Krone Swiss Franc,NOK,Norwegian Krone,CHF,Swiss Franc
SEK/CHF,SEK/CHF - Swedish Krona Swiss Franc,SEK,Swedish Krona,CHF,Swiss Franc
SGD/CHF,SGD/CHF - Singapore Dollar Swiss Franc,SGD,Singapore Dollar,CHF,Swiss Franc
TRY/CHF,TRY/CHF - Turkish Lira Swiss Franc,TRY,Turkish Lira,CHF,Swiss Franc
CNY/CHF,CNY/CHF - Chinese Yuan Swiss Franc,CNY,Chinese Yuan,CHF,Swiss Franc
CHF/CLP,CHF/CLP - Swiss Franc Chilean Peso,CHF,Swiss Franc,CLP,Chilean Peso
CHF/EGP,CHF/EGP - Swiss Franc Egyptian Pound,CHF,Swiss Franc,EGP,Egyptian Pound
CHF/ISK,CHF/ISK - Swiss Franc Icelandic Kr,CHF,Swiss Franc,ISK,Icelandic Kr
CHF/JMD,CHF/JMD - Swiss Franc Jamaican Dollar,CHF,Swiss Franc,JMD,Jamaican Dollar
CHF/JOD,CHF/JOD - Swiss Franc Jordan Dinar,CHF,Swiss Franc,JOD,Jordan Dinar
CHF/KES,CHF/KES - Swiss Franc Kenyan Shilling,CHF,Swiss Franc,KES,Kenyan Shilling
CHF/LBP,CHF/LBP - Swiss Franc Lebanese Pound,CHF,Swiss Franc,LBP,Lebanese Pound
CHF/LKR,CHF/LKR - Swiss Franc Sri Lankan Rupee,CHF,Swiss Franc,LKR,Sri Lankan Rupee
CHF/MAD,CHF/MAD - Swiss Franc Moroccan Dirham,CHF,Swiss Franc,MAD,Moroccan Dirham
CHF/NAD,CHF/NAD - Swiss Franc Namibian Dollar,CHF,Swiss Franc,NAD,Namibian Dollar
CHF/NPR,CHF/NPR - Swiss Franc Nepalese Rupee,CHF,Swiss Franc,NPR,Nepalese Rupee
CHF/OMR,CHF/OMR - Swiss Franc Omani Rial,CHF,Swiss Franc,OMR,Omani Rial
CHF/PAB,CHF/PAB - Swiss Franc Panamanian Balboa,CHF,Swiss Franc,PAB,Panamanian Balboa
CHF/PHP,CHF/PHP - Swiss Franc Philippine Peso,CHF,Swiss Franc,PHP,Philippine Peso
CHF/PKR,CHF/PKR - Swiss Franc Pakistani Rupee,CHF,Swiss Franc,PKR,Pakistani Rupee
CHF/QAR,CHF/QAR - Swiss Franc Qatari Riyal,CHF,Swiss Franc,QAR,Qatari Riyal
CHF/RON,CHF/RON - Swiss Franc Romanian Leu,CHF,Swiss Franc,RON,Romanian Leu
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,CHF,Swiss Franc,RUB,Russian Ruble
CHF/SAR,CHF/SAR - Swiss Franc Saudi Riyal,CHF,Swiss Franc,SAR,Saudi Riyal
CHF/VES,CHF/VES - Swiss Franc Venezuelan Bolivar,CHF,Swiss Franc,VES,Venezuelan Bolivar
CHF/XAF,CHF/XAF - Swiss Franc Central African Franc,CHF,Swiss Franc,XAF,Central African Franc
CHF/XCD,CHF/XCD - Swiss Franc East Caribbean Dollar,CHF,Swiss Franc,XCD,East Caribbean Dollar
HKD/CHF,HKD/CHF - Hong Kong Dollar Swiss Franc,HKD,Hong Kong Dollar,CHF,Swiss Franc
ILS/CHF,ILS/CHF - Israeli Shekel Swiss Franc,ILS,Israeli Shekel,CHF,Swiss Franc
MXN/CHF,MXN/CHF - Mexican Peso Swiss Franc,MXN,Mexican Peso,CHF,Swiss Franc
PLN/CHF,PLN/CHF - Polish Zloty Swiss Franc,PLN,Polish Zloty,CHF,Swiss Franc
SAR/CHF,SAR/CHF - Saudi Riyal Swiss Franc,SAR,Saudi Riyal,CHF,Swiss Franc
TWD/CHF,TWD/CHF - Taiwan Dollar Swiss Franc,TWD,Taiwan Dollar,CHF,Swiss Franc
VES/CHF,VES/CHF - Venezuelan Bolivar Swiss Franc,VES,Venezuelan Bolivar,CHF,Swiss Franc
ZAR/CHF,ZAR/CHF - South African Rand Swiss Franc,ZAR,South African Rand,CHF,Swiss Franc
RUB/CHF,RUB/CHF - Russian Ruble Swiss Franc,RUB,Russian Ruble,CHF,Swiss Franc
KRW/CHF,KRW/CHF - Korean Won Swiss Franc,KRW,Korean Won,CHF,Swiss Franc
CHF/UAH,CHF/UAH - Swiss Franc Ukrainian Hryvnia,CHF,Swiss Franc,UAH,Ukrainian Hryvnia
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,CHF,Swiss Franc,RUB,Russian Ruble
USD/CHF,USD/CHF - US Dollar Swiss Franc,USD,US Dollar,CHF,Swiss Franc
IDR/CHF,IDR/CHF - Indonesian Rupiah Swiss Franc,IDR,Indonesian Rupiah,CHF,Swiss Franc
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,CHF,Swiss Franc,RUB,Russian Ruble
EUR/CLP,EUR/CLP - Euro Chilean Peso,EUR,Euro,CLP,Chilean Peso
GBP/CLP,GBP/CLP - British Pound Chilean Peso,GBP,British Pound,CLP,Chilean Peso
USD/CLP,USD/CLP - US Dollar Chilean Peso,USD,US Dollar,CLP,Chilean Peso
CNY/CLP,CNY/CLP - Chinese Yuan Chilean Peso,CNY,Chinese Yuan,CLP,Chilean Peso
CLP/KRW,CLP/KRW - Chilean Peso Korean Won,CLP,Chilean Peso,KRW,Korean Won
CLP/IDR,CLP/IDR - Chilean Peso Indonesian Rupiah,CLP,Chilean Peso,IDR,Indonesian Rupiah
DKK/CLP,DKK/CLP - Danish Krone Chilean Peso,DKK,Danish Krone,CLP,Chilean Peso
HKD/CLP,HKD/CLP - Hong Kong Dollar Chilean Peso,HKD,Hong Kong Dollar,CLP,Chilean Peso
HUF/CLP,HUF/CLP - Hungarian Forint Chilean Peso,HUF,Hungarian Forint,CLP,Chilean Peso
ILS/CLP,ILS/CLP - Israeli Shekel Chilean Peso,ILS,Israeli Shekel,CLP,Chilean Peso
INR/CLP,INR/CLP - Indian Rupee Chilean Peso,INR,Indian Rupee,CLP,Chilean Peso
ISK/CLP,ISK/CLP - Icelandic Kr Chilean Peso,ISK,Icelandic Kr,CLP,Chilean Peso
JPY/CLP,JPY/CLP - Japanese Yen Chilean Peso,JPY,Japanese Yen,CLP,Chilean Peso
MXN/CLP,MXN/CLP - Mexican Peso Chilean Peso,MXN,Mexican Peso,CLP,Chilean Peso
NOK/CLP,NOK/CLP - Norwegian Krone Chilean Peso,NOK,Norwegian Krone,CLP,Chilean Peso
NZD/CLP,NZD/CLP - New Zealand Dollar Chilean Peso,NZD,New Zealand Dollar,CLP,Chilean Peso
PHP/CLP,PHP/CLP - Philippine Peso Chilean Peso,PHP,Philippine Peso,CLP,Chilean Peso
PKR/CLP,PKR/CLP - Pakistani Rupee Chilean Peso,PKR,Pakistani Rupee,CLP,Chilean Peso
PLN/CLP,PLN/CLP - Polish Zloty Chilean Peso,PLN,Polish Zloty,CLP,Chilean Peso
RUB/CLP,RUB/CLP - Russian Ruble Chilean Peso,RUB,Russian Ruble,CLP,Chilean Peso
SAR/CLP,SAR/CLP - Saudi Riyal Chilean Peso,SAR,Saudi Riyal,CLP,Chilean Peso
SEK/CLP,SEK/CLP - Swedish Krona Chilean Peso,SEK,Swedish Krona,CLP,Chilean Peso
SGD/CLP,SGD/CLP - Singapore Dollar Chilean Peso,SGD,Singapore Dollar,CLP,Chilean Peso
THB/CLP,THB/CLP - Thai Baht Chilean Peso,THB,Thai Baht,CLP,Chilean Peso
TRY/CLP,TRY/CLP - Turkish Lira Chilean Peso,TRY,Turkish Lira,CLP,Chilean Peso
TWD/CLP,TWD/CLP - Taiwan Dollar Chilean Peso,TWD,Taiwan Dollar,CLP,Chilean Peso
VES/CLP,VES/CLP - Venezuelan Bolivar Chilean Peso,VES,Venezuelan Bolivar,CLP,Chilean Peso
ZAR/CLP,ZAR/CLP - South African Rand Chilean Peso,ZAR,South African Rand,CLP,Chilean Peso
CLP/PYG,CLP/PYG - Chilean Peso Paraguayan Guarani,CLP,Chilean Peso,PYG,Paraguayan Guarani
CLP/UYU,CLP/UYU - Chilean Peso Uruguayan Peso,CLP,Chilean Peso,UYU,Uruguayan Peso
CLP/COP,CLP/COP - Chilean Peso Colombian Peso,CLP,Chilean Peso,COP,Colombian Peso
CLP/PEN,CLP/PEN - Chilean Peso Peru Sol,CLP,Chilean Peso,PEN,Peru Sol
PYG/CLP,PYG/CLP - Paraguayan Guarani Chilean Peso,PYG,Paraguayan Guarani,CLP,Chilean Peso
UYU/CLP,UYU/CLP - Uruguayan Peso Chilean Peso,UYU,Uruguayan Peso,CLP,Chilean Peso
COP/CLP,COP/CLP - Colombian Peso Chilean Peso,COP,Colombian Peso,CLP,Chilean Peso
PEN/CLP,PEN/CLP - Peru Sol Chilean Peso,PEN,Peru Sol,CLP,Chilean Peso
CLP/MXN,CLP/MXN - Chilean Peso Mexican Peso,CLP,Chilean Peso,MXN,Mexican Peso
CLP/VES,CLP/VES - Chilean Peso Venezuelan Bolivar,CLP,Chilean Peso,VES,Venezuelan Bolivar
CLP/USD,CLP/USD - Chilean Peso US Dollar,CLP,Chilean Peso,USD,US Dollar
USD/CNH,USD/CNH - US Dollar Chinese Yuan Offshore,USD,US Dollar,CNH,Chinese Yuan Offshore
CNY/CNH,CNY/CNH - Chinese Yuan Chinese Yuan Offshore,CNY,Chinese Yuan,CNH,Offshore
CNY/DKK,CNY/DKK - Chinese Yuan Danish Krone,CNY,Chinese Yuan,DKK,Danish Krone
CNY/HKD,CNY/HKD - Chinese Yuan Hong Kong Dollar,CNY,Chinese Yuan,HKD,Hong Kong Dollar
CNY/JPY,CNY/JPY - Chinese Yuan Japanese Yen,CNY,Chinese Yuan,JPY,Japanese Yen
CNY/ZAR,CNY/ZAR - Chinese Yuan South African Rand,CNY,Chinese Yuan,ZAR,South African Rand
DKK/CNY,DKK/CNY - Danish Krone Chinese Yuan,DKK,Danish Krone,CNY,Chinese Yuan
EUR/CNY,EUR/CNY - Euro Chinese Yuan,EUR,Euro,CNY,Chinese Yuan
GBP/CNY,GBP/CNY - British Pound Chinese Yuan,GBP,British Pound,CNY,Chinese Yuan
HKD/CNY,HKD/CNY - Hong Kong Dollar Chinese Yuan,HKD,Hong Kong Dollar,CNY,Chinese Yuan
IDR/CNY,IDR/CNY - Indonesian Rupiah Chinese Yuan,IDR,Indonesian Rupiah,CNY,Chinese Yuan
INR/CNY,INR/CNY - Indian Rupee Chinese Yuan,INR,Indian Rupee,CNY,Chinese Yuan
JPY/CNY,JPY/CNY - Japanese Yen Chinese Yuan,JPY,Japanese Yen,CNY,Chinese Yuan
KRW/CNY,KRW/CNY - Korean Won Chinese Yuan,KRW,Korean Won,CNY,Chinese Yuan
MYR/CNY,MYR/CNY - Malaysian Ringgit Chinese Yuan,MYR,Malaysian Ringgit,CNY,Chinese Yuan
NZD/CNY,NZD/CNY - New Zealand Dollar Chinese Yuan,NZD,New Zealand Dollar,CNY,Chinese Yuan
SGD/CNY,SGD/CNY - Singapore Dollar Chinese Yuan,SGD,Singapore Dollar,CNY,Chinese Yuan
THB/CNY,THB/CNY - Thai Baht Chinese Yuan,THB,Thai Baht,CNY,Chinese Yuan
TWD/CNY,TWD/CNY - Taiwan Dollar Chinese Yuan,TWD,Taiwan Dollar,CNY,Chinese Yuan
USD/CNY,USD/CNY - US Dollar Chinese Yuan,USD,US Dollar,CNY,Chinese Yuan
ZAR/CNY,ZAR/CNY - South African Rand Chinese Yuan,ZAR,South African Rand,CNY,Chinese Yuan
CNY/CZK,CNY/CZK - Chinese Yuan Czech Koruna,CNY,Chinese Yuan,CZK,Czech Koruna
CNY/EGP,CNY/EGP - Chinese Yuan Egyptian Pound,CNY,Chinese Yuan,EGP,Egyptian Pound
CNY/EUR,CNY/EUR - Chinese Yuan Euro,CNY,Chinese Yuan,EUR,Euro
CNY/GBP,CNY/GBP - Chinese Yuan British Pound,CNY,Chinese Yuan,GBP,British Pound
CNY/HUF,CNY/HUF - Chinese Yuan Hungarian Forint,CNY,Chinese Yuan,HUF,Hungarian Forint
CNY/IDR,CNY/IDR - Chinese Yuan Indonesian Rupiah,CNY,Chinese Yuan,IDR,Indonesian Rupiah
CNY/ILS,CNY/ILS - Chinese Yuan Israeli Shekel,CNY,Chinese Yuan,ILS,Israeli Shekel
CNY/INR,CNY/INR - Chinese Yuan Indian Rupee,CNY,Chinese Yuan,INR,Indian Rupee
CNY/ISK,CNY/ISK - Chinese Yuan Icelandic Kr,CNY,Chinese Yuan,ISK,Icelandic Kr
CNY/JMD,CNY/JMD - Chinese Yuan Jamaican Dollar,CNY,Chinese Yuan,JMD,Jamaican Dollar
CNY/JOD,CNY/JOD - Chinese Yuan Jordan Dinar,CNY,Chinese Yuan,JOD,Jordan Dinar
CNY/KES,CNY/KES - Chinese Yuan Kenyan Shilling,CNY,Chinese Yuan,KES,Kenyan Shilling
CNY/KRW,CNY/KRW - Chinese Yuan Korean Won,CNY,Chinese Yuan,KRW,Korean Won
CNY/LBP,CNY/LBP - Chinese Yuan Lebanese Pound,CNY,Chinese Yuan,LBP,Lebanese Pound
CNY/LKR,CNY/LKR - Chinese Yuan Sri Lankan Rupee,CNY,Chinese Yuan,LKR,Sri Lankan Rupee
CNY/MAD,CNY/MAD - Chinese Yuan Moroccan Dirham,CNY,Chinese Yuan,MAD,Moroccan Dirham
CNY/MXN,CNY/MXN - Chinese Yuan Mexican Peso,CNY,Chinese Yuan,MXN,Mexican Peso
CNY/MYR,CNY/MYR - Chinese Yuan Malaysian Ringgit,CNY,Chinese Yuan,MYR,Malaysian Ringgit
CNY/NAD,CNY/NAD - Chinese Yuan Namibian Dollar,CNY,Chinese Yuan,NAD,Namibian Dollar
CNY/NOK,CNY/NOK - Chinese Yuan Norwegian Krone,CNY,Chinese Yuan,NOK,Norwegian Krone
CNY/NPR,CNY/NPR - Chinese Yuan Nepalese Rupee,CNY,Chinese Yuan,NPR,Nepalese Rupee
CNY/NZD,CNY/NZD - Chinese Yuan New Zealand Dollar,CNY,Chinese Yuan,NZD,New Zealand Dollar
CNY/OMR,CNY/OMR - Chinese Yuan Omani Rial,CNY,Chinese Yuan,OMR,Omani Rial
CNY/PAB,CNY/PAB - Chinese Yuan Panamanian Balboa,CNY,Chinese Yuan,PAB,Panamanian Balboa
CNY/PHP,CNY/PHP - Chinese Yuan Philippine Peso,CNY,Chinese Yuan,PHP,Philippine Peso
CNY/PKR,CNY/PKR - Chinese Yuan Pakistani Rupee,CNY,Chinese Yuan,PKR,Pakistani Rupee
CNY/PLN,CNY/PLN - Chinese Yuan Polish Zloty,CNY,Chinese Yuan,PLN,Polish Zloty
CNY/QAR,CNY/QAR - Chinese Yuan Qatari Riyal,CNY,Chinese Yuan,QAR,Qatari Riyal
CNY/RON,CNY/RON - Chinese Yuan Romanian Leu,CNY,Chinese Yuan,RON,Romanian Leu
CNY/RUB,CNY/RUB - Chinese Yuan Russian Ruble,CNY,Chinese Yuan,RUB,Russian Ruble
CNY/SAR,CNY/SAR - Chinese Yuan Saudi Riyal,CNY,Chinese Yuan,SAR,Saudi Riyal
CNY/SEK,CNY/SEK - Chinese Yuan Swedish Krona,CNY,Chinese Yuan,SEK,Swedish Krona
CNY/SGD,CNY/SGD - Chinese Yuan Singapore Dollar,CNY,Chinese Yuan,SGD,Singapore Dollar
CNY/THB,CNY/THB - Chinese Yuan Thai Baht,CNY,Chinese Yuan,THB,Thai Baht
CNY/TRY,CNY/TRY - Chinese Yuan Turkish Lira,CNY,Chinese Yuan,TRY,Turkish Lira
CNY/USD,CNY/USD - Chinese Yuan US Dollar,CNY,Chinese Yuan,USD,US Dollar
CNY/VES,CNY/VES - Chinese Yuan Venezuelan Bolivar,CNY,Chinese Yuan,VES,Venezuelan Bolivar
CNY/XAF,CNY/XAF - Chinese Yuan Central African Franc,CNY,Chinese Yuan,XAF,Central African Franc
CNY/XCD,CNY/XCD - Chinese Yuan East Caribbean Dollar,CNY,Chinese Yuan,XCD,East Caribbean Dollar
CNY/TWD,CNY/TWD - Chinese Yuan Taiwan Dollar,CNY,Chinese Yuan,TWD,Taiwan Dollar
ILS/CNY,ILS/CNY - Israeli Shekel Chinese Yuan,ILS,Israeli Shekel,CNY,Chinese Yuan
MXN/CNY,MXN/CNY - Mexican Peso Chinese Yuan,MXN,Mexican Peso,CNY,Chinese Yuan
NOK/CNY,NOK/CNY - Norwegian Krone Chinese Yuan,NOK,Norwegian Krone,CNY,Chinese Yuan
PHP/CNY,PHP/CNY - Philippine Peso Chinese Yuan,PHP,Philippine Peso,CNY,Chinese Yuan
PLN/CNY,PLN/CNY - Polish Zloty Chinese Yuan,PLN,Polish Zloty,CNY,Chinese Yuan
RUB/CNY,RUB/CNY - Russian Ruble Chinese Yuan,RUB,Russian Ruble,CNY,Chinese Yuan
SAR/CNY,SAR/CNY - Saudi Riyal Chinese Yuan,SAR,Saudi Riyal,CNY,Chinese Yuan
SEK/CNY,SEK/CNY - Swedish Krona Chinese Yuan,SEK,Swedish Krona,CNY,Chinese Yuan
TRY/CNY,TRY/CNY - Turkish Lira Chinese Yuan,TRY,Turkish Lira,CNY,Chinese Yuan
VES/CNY,VES/CNY - Venezuelan Bolivar Chinese Yuan,VES,Venezuelan Bolivar,CNY,Chinese Yuan
CNY/UAH,CNY/UAH - Chinese Yuan Ukrainian Hryvnia,CNY,Chinese Yuan,UAH,Ukrainian Hryvnia
KWD/CNY,KWD/CNY - Kuwaiti Dinar Chinese Yuan,KWD,Kuwaiti Dinar,CNY,Chinese Yuan
CNY/RUB,CNY/RUB - Chinese Yuan Russian Ruble,CNY,Chinese Yuan,RUB,Russian Ruble
CNY/MNT,CNY/MNT - Chinese Yuan Mongolian Tugrik,CNY,Chinese Yuan,MNT,Mongolian Tugrik
DKK/COP,DKK/COP - Danish Krone Colombian Peso,DKK,Danish Krone,COP,Colombian Peso
EUR/COP,EUR/COP - Euro Colombian Peso,EUR,Euro,COP,Colombian Peso
GBP/COP,GBP/COP - British Pound Colombian Peso,GBP,British Pound,COP,Colombian Peso
USD/COP,USD/COP - US Dollar Colombian Peso,USD,US Dollar,COP,Colombian Peso
PYG/COP,PYG/COP - Paraguayan Guarani Colombian Peso,PYG,Paraguayan Guarani,COP,Colombian Peso
COP/PYG,COP/PYG - Colombian Peso Paraguayan Guarani,COP,Colombian Peso,PYG,Paraguayan Guarani
UYU/COP,UYU/COP - Uruguayan Peso Colombian Peso,UYU,Uruguayan Peso,COP,Colombian Peso
COP/UYU,COP/UYU - Colombian Peso Uruguayan Peso,COP,Colombian Peso,UYU,Uruguayan Peso
COP/PEN,COP/PEN - Colombian Peso Peru Sol,COP,Colombian Peso,PEN,Peru Sol
PEN/COP,PEN/COP - Peru Sol Colombian Peso,PEN,Peru Sol,COP,Colombian Peso
COP/MXN,COP/MXN - Colombian Peso Mexican Peso,COP,Colombian Peso,MXN,Mexican Peso
MXN/COP,MXN/COP - Mexican Peso Colombian Peso,MXN,Mexican Peso,COP,Colombian Peso
VES/COP,VES/COP - Venezuelan Bolivar Colombian Peso,VES,Venezuelan Bolivar,COP,Colombian Peso
COP/VES,COP/VES - Colombian Peso Venezuelan Bolivar,COP,Colombian Peso,VES,Venezuelan Bolivar
COP/USD,COP/USD - Colombian Peso US Dollar,COP,Colombian Peso,USD,US Dollar
ILS/COP,ILS/COP - Israeli Shekel Colombian Peso,ILS,Israeli Shekel,COP,Colombian Peso
EUR/CRC,EUR/CRC - Euro Costa Rican Colon,EUR,Euro,CRC,Costa Rican Colon
GBP/CRC,GBP/CRC - British Pound Costa Rican Colon,GBP,British Pound,CRC,Costa Rican Colon
USD/CRC,USD/CRC - US Dollar Costa Rican Colon,USD,US Dollar,CRC,Costa Rican Colon
EUR/CUP,EUR/CUP - Euro Cuban Peso,EUR,Euro,CUP,Cuban Peso
